,Text
00:49:14, why do I not have many comments so um my view is that comments should
00:49:21, describe why you're doing something not what you're doing you know so if if you
00:49:26, know for something that you could answer like oh what does is is instance abc. mapping do you don't need a comment to
00:49:33, tell you that you can just Google it and so in this case all of the things I'm doing once you know what the code does
00:49:41, why is it doing it is actually obvious you know like why do we get the name of the function from the object you know or
00:49:50, why do we pass the input to the function I mean that's literally what functions are you call them and you pass in the
00:49:55, input um um yeah so I think that's a good I think that's a good question so i' say like yeah don't
00:50:03, be you actually don't know need to know any of these details um but if you want to learn
00:50:10, about them yeah the reason I'm using these features of the languag is because I think they're useful features of the language and if I haven't got a comment
00:50:18, on them it's because I'm using them in a really normal idiomatic way that isn't worthy of a comment so that means if you
00:50:24, learn about how to use this thing for this reason that's a perfectly useful thing to to
00:50:29, learn about and add that like I'm learning this stuff as we code together
00:50:34, on this as well right like this is you don't have to know any of this to be a good programmer but it's really fun as
00:50:39, well and I think like some of these things we wrote multiple ways maybe one that was more of a Bose first and then
00:50:45, we say h think we can do this in this more clever way if we condens it down um so if you if you are watching this and
00:50:50, you are wanting to learn and you're still like oh I still don't know what some of these things are I can't remember what the double like yeah dig
00:50:56, in and and find out but it's also like it's totally okay if you're not like comfortable at this yeah the other thing
00:51:02, I would say is the way I write all of my code pretty much is I don't write it in
00:51:08, a function I write nearly all of it outside of a function you know in
00:51:15, cells so you can do the same thing right so like let Set NS
00:51:22, none so then I can run this it's like oh what the hell is globals it's like oh wow it's everything in
00:51:30, Python is a dictionary this is a really powerful thing which is well worth knowing about
00:51:37, um I could offer just yeah sorry but just offer one perspective to maybe make
00:51:42, a little Bridge from the kind of user point of view to the what why these internals might be unfamiliar point of
00:51:48, view just to recap and make sure I understand it right from the user point of view here when we use tools we get a
00:51:55, response back from uh claw in in the way we're doing it now
00:52:00, that describes a function that we now want to execute correct that's this function to execute and that's the input
00:52:06, to provide to it so so you know with this Library I can write a function in Python and then
00:52:13, tell Claude to call the function that's sitting there on my system right yeah if
00:52:20, it wants to but for that to work if it wants to if it chooses to but for that to work this Library needs to do the
00:52:26, magic I of reading a Tex string that is cla's response and then in Python having
00:52:33, that not be a text string but having that become python code that runs in Python and that's a somewhat unfamiliar
00:52:40, thing to do in Python and that's what's called eval in JavaScript or back in
00:52:45, lisp where a lot of the stuff got started and because that's not that sort of not we're not actually doing an aval
00:52:53, right okay that's interesting yeah we're definitely not doing eval we're so
00:53:00, in the end this is the function we want to call yeah right so I can call that and
00:53:05, there's the answer um in Python this is just syntax sugar
00:53:12, basically for passing in a dictionary and dereferencing it so those
00:53:19, are the same those are literally the same thing as far as python is
00:53:25, concerned um so [Music] um we would never passed a string of
00:53:33, code to eval or execute we were just told call this tool and pass in these
00:53:40, inputs so to find the tool by string we look it up in the symbol table so let's
00:53:47, just change fc. name to fcor name oops and the name it's giving us is
00:53:55, the one that we provide Ed earlier mhm yeah it's the name that came from
00:54:01, our schema which is this name yeah okay so if you look back at our tool
00:54:08, schema this tool has a name and you can give it lots of tools so later on we might see one where we've got both sums
00:54:15, and mod playay um and it can pick we'll see this
00:54:20, later can pick and choose so is we write our function in Python H the
00:54:26, library automatically knows how to interpret the python and turn it into a structured representation the Jon schema
00:54:32, that is then fed to claw yes fed to Claud we're also feeding it the name for the function uh that it's going to use
00:54:39, when it wants to come back to us and say Hey Now call the function when it comes back to us and says hey call the
00:54:44, function it uses that name we look up the original function and then we execute it yeah and so it decides it
00:54:50, knows it's got a function that can do this and that it can return this and so
00:54:57, then if it gets a request that can use that
00:55:03, tool then it will decide of its own accord okay I'm going to call the function that Jeremy provided the tool
00:55:10, Jeremy provided yeah so we'll see a bunch of examples of this and this is generally part of What's called the
00:55:16, react framework nothing to do with react the JavaScript gooey thing but react was
00:55:22, a paper that basically said like hey you can have language models cor tools and again my
00:55:30, llm hackers video is the best place to go to learn about the react pattern and
00:55:36, so here we're implementing the react pattern or at least we're implementing the things necessary for Claude to implement the react pattern using what
00:55:43, it's call it calls tool calling so we look up the function which is a string
00:55:48, in this dictionary and we get back the function
00:55:54, and so we can now call the function so that's what we're
00:56:03, doing and so I think the key thing here is this idea that like all this is in a notebook you know the source code here
00:56:10, to this whole thing is in a notebook which means you can play with it which I
00:56:16, think is fantastically powerful because you never have to guess what something does you
00:56:21, literally can copy and paste it into a cell and experiment um and that's also worth learning these keyboard shortcuts
00:56:28, like CV to copy and paste the cell and like apple
00:56:34, a um Apple left square bracket control shift hyphen you know there's all these nice
00:56:40, things like worth learning all these keyboard shortcuts to be able to use this dupid at all
00:56:48, quickly uh anyway the main thing to know is we've now got this thing called core function um which can take the tool use
00:56:56, request from Claude this function call request and call it and it passes back
00:57:03, the dictionary with the result of the tool
00:57:10, call um and when it asked us to make this call it included an
00:57:17, ID so we have to pass back the same ID to say this is the answer to this
00:57:23, question and that's the bit that says this is the answer to this
00:57:29, question that's the answer and so we can now pass that back
00:57:35, to Claude and Claude will say oh great I got the answer and then it will respond
00:57:41, with with text so I put all that together here and make tool response
00:57:47, where you pass in the tool response request from Claude the namespace to search for tools
00:57:54, or an object to search for um search for tools and we create the message from
00:58:02, Claude we call that call function for every tool use request there can be more
00:58:07, than one and we add that to their response and so if you have a look
00:58:14, now here when we call that it calculates the
00:58:20, sum and it's going to pass back the going to add in the tool use request
00:58:27, and the response to that request so we can now go ahead and do
00:58:36, that and you can see CL Returns the string the response
00:58:43, so it's turned the result of the tool request into a response and so this is how stuff like
00:58:50, code interpreter in chat GPT works so it might be easier to see it in
00:58:56, W in one place and this is like another demo of how we can use it instead of calling functions we can also call
00:59:03, methods so here's sums again but this time it's a method of a class so we can
00:59:08, do the same thing get schema dummy. sums yeah so we make the message
00:59:15, containing our prompt so that's the question what's this plus this we pass that along to Claude Claude
00:59:22, decides that it wants you to create a tool request make the tool request calculate the answer add that to
00:59:30, the messages and put it all together
00:59:37, fzy and there we
00:59:42, go um
00:59:47, okay anything worth adding to that so if you're not
00:59:55, comfortable in familiar with yeah the react framework this
01:00:00, will feel pretty weird uh definitely worth spending time learning about
01:00:07, because it's incredibly powerful technique and
01:00:13, um um opens up a lot of opportunities to because like I think a
01:00:20, lot of people I certainly feel this way like that there's so many things so many
01:00:26, things that language models aren't very good at but they're very good at recognizing when it needs to use some
01:00:33, tool if you tell it like oh you've got access to this you know proof checking
01:00:38, tool or you've got access to this you know account creation tool or or
01:00:43, whatever it's good at using those and those tools could be things like
01:00:50, uh um reroute this call to a customer service representative you know they
01:00:55, don't have to be text generating tools
01:01:00, be and there's also no reason you're not under obligation to send the response back to the model right it can actually
01:01:06, be a useful end point it's like oh I tell the model to look at this query
01:01:11, from a customer and then respond appropriately and one of the tools is like escalate well if it sends a a tool
01:01:18, response like a tool request for that function that could be like oh I should like exit this block forget about it
01:01:25, throw away the history because now I need to like bump this up to some actual human in the loop or the result
01:01:30, somewhere it's just a very convenient way to get like see yeah we're going to see a bunch more examples in the next
01:01:37, section because there's a whole uh module called tool Loop which has a
01:01:42, really nice example actually that came from the anthropic examples of how to use this for customer service
01:01:50, interaction um but for now yeah you can put that aside don't worry about it um
01:01:55, because we're going to go to something much more familiar to everybody which is
01:02:00, chat so chat is just a class which is going to
01:02:08, keep track of the history so self. is the history and it's going to start out as an empty list there's no
01:02:15, history um and it's also going to contain the
01:02:23, client which is the thing we just made and so if you ask the chat for its use
01:02:28, it'll just pass it along to the client to get its use um you can give it some
01:02:35, tools and you can give it a system prompt okay so the system prompt pass it
01:02:42, in no tools no usage no
01:02:48, history again there's a stream version and a non-stream version so you can pass in stream as
01:02:54, true or false if you pass in stream it'll use the stream version
01:02:59, otherwise it won't
01:03:05, um so again we hatch in ther call now of course we
01:03:12, don't need to use patch we could have put these methods directly in inside here but I feel like I really prefer to
01:03:20, do things much more interactively and step by step so this way I can like create my class and then I can just
01:03:26, gradually add a little bit to it at a time as I need it and I can also document it a little bit as a Time
01:03:31, rather than having a big wall of code which is just I find overwhelming
01:03:39, um so all right so there's a prompt so if you pass in the prompt then
01:03:46, we add that to the history there's a message um
01:03:56, y get our tools so let's call get schemer for you automatically
01:04:02, um and then at the end We'll add to the history the results which may include
01:04:07, tool use so now I can just call chat right
01:04:14, and and then I can call chat again and as you can see it's now got state it
01:04:20, knows my name um and the reason why why is
01:04:26, because each time it calls the client it's passing in the entire history so again we can also add prefill
01:04:34, just like before we can add streaming just like
01:04:39, before that's it right so you can see adding chat required almost no code you know
01:04:47, really it's just a case of adding everything to the history and every time you call the client passing in the whole
01:04:53, history so that's all a stateful seeming language model
01:05:02, is um so I don't actually have to write anything to get tool used to work which
01:05:07, is nice I can just pass in my tools and the nice thing the kind of
01:05:12, interesting thing here is that because the tool you request and
01:05:19, response are both added to the history to like do the next step I don't
01:05:24, pass it anything at all that's already in the history I just run it and it's like goes ahead and tells me the
01:05:34, answer um okay anything youare of so I
01:05:39, know in chat GPT it says like it sometimes is would you like to go ahead with this tool activation and here like
01:05:45, the model is responding with the tool use block like it would like to use this tool do you have a way of interrupting
01:05:51, before it actually runs the code that you gave it maybe you want to check the inputs or something like that
01:05:56, um so you would um need to put that into your function okay so I've certainly
01:06:05, done that before so like one of the things in fact we'll see it shortly I've got a code interpreter and you don't
01:06:12, want to run arbitrary code so it asks you if you want to complete it and a part of the definition of the tool will
01:06:19, be what is the response that you get Claude if the users declined your request to run the tool
01:06:26, cool um okay so I think people might imagine yeah so I had
01:06:34, my earlier question before we introduced chat where we uh forked a conversation
01:06:39, as it were just by forcing stuff into earlier exchanges and at that point we were talking about how the interface was
01:06:45, stateless because there were no like session IDs now that we have these tool interactions with tool IDs does that
01:06:53, change the story like let's say I had a uh sequence of interactions that involve tool use d d d and now I want to create
01:07:02, three variations to explore different ways I might respond um is
01:07:07, that problematic or no not at all I mean let's do it so actually okay let's try it actually I'm not
01:07:15, Jeremy I'm actually Alexis might want a zero index there
01:07:23, thanks
01:07:29, um so at this point it's now going to be very confused
01:07:37, because I Alexis it's nice to meet you Jeremy what's my name your name is
01:07:43, Jeremy so let's
01:07:49, try po thing
01:07:55, [Laughter] Lord
01:08:03, really does that answer your question Alexis if that is your real name this is abusive
01:08:11, Claud uh one day this will be illegal yeah
01:08:17, um and I also had a question too um yes and if Claude like returns a tool
01:08:27, block um and is that added as a tool block to the history yes does it have to
01:08:35, be converted to a string in some no no no um the um it's
01:08:42, just the to block as part of the history the history is perfectly the the messages can be those message objects
01:08:49, they don't have to be dictionaries and the contents Don't Have To Be Strings okay okay cool
01:08:56, yep all right so um I was delighted to
01:09:01, discover how straightforward images are to deal
01:09:07, with so um yeah I
01:09:12, mean we can read in our image and it's just a bunch of
01:09:20, bites um and anthropics documentation
01:09:25, describes how they expect images to come
01:09:33, in here we are um so yeah
01:09:42, basically this is just something which takes in the bites of an image and
01:09:47, creates the message that they expect which is Type image and the source is a
01:09:53, dictionary containing base 64 a MIM type and the data anyway you don't have to worry about any of that because
01:09:59, it does it all for you and so if we have a look
01:10:07, at that that that's what it looks like um and so because you can and so
01:10:15, they're kind of quite like this you can have multiple images and multiple pieces of text in a request they can be
01:10:20, interleaved whatever so to do that it means you can't just pass in strings you
01:10:25, have to pass in little dictionaries type text in the string so here we can say
01:10:32, all right let's create this is a single message containing multiple parts so
01:10:37, maybe these functions should be called image part and text part I don't know um but they're not a single message
01:10:45, contains an image and this
01:10:50, prompt and so then we pass that in and you see I'm passing in a list because it's a list of mess meag and the first
01:10:56, message contains a list of parts and yep it does contain purple
01:11:03, flowers um and then it's like okay well there's no particular reason to have to manually do these things we can
01:11:10, perfectly well just look and see oh it's a string we should make it a text message or it's bytes we should make it
01:11:15, an image message so I just have a little private Helper and then finally I've changed
01:11:22, make message this is something I remember jonno and I talked about j o was saying I think you said you feel like this is kind of like part of the
01:11:29, Jeremy way of coding is I don't go back and refactor things but I just redefine them later in my in my notebook and so I
01:11:37, previously hadn't exported make message I don't export it till now um and so
01:11:42, here's my final version that's now going to actually call make content to
01:11:48, automatically handle images as well and so now we can just pass in we can call our client we can pass pass in
01:11:56, a list of one message the list of one message contains a list of parts as you can
01:12:05, see so um behind the scenes when we then run
01:12:11, the last cell it actually generates the python
01:12:20, file containing all of the exports code so it's 229
01:12:27, lines um which isn't much particularly when you look at how much empty space there is and these all things say which
01:12:33, cell it comes from and so forth so terms of actual code it'll be well under 200 lines of
01:12:41, code okay so that is the first of two modules to look
01:12:46, at any um thoughts or questions before we move on to the tool
01:12:52, loop I think it's coming through um maybe like do you want to go into your your
01:12:59, objective when you started this if if it was beyond what you've already shown like yeah what was the was the goal
01:13:06, always to keep this a simple selfcontained thing is there plans for this to grow into a fully stateful Chat
01:13:13, thing they can offer up functionality yeah what's the uh what's the like the Journey of oh I should write this thing
01:13:20, it's going into this I mean I imagine I must be a very frustrating person to work with because i' never have any
01:13:26, plans really I just have this like vague intuitive feeling that maybe I should do
01:13:33, something in this general direction and then people ask me like well why are you doing that so it's
01:13:38, like I don't know this seems like why not seems like a good idea so like I
01:13:45, yeah I don't think I had any particular plans to where it would end up I just a sense of
01:13:50, like um the the way I saw things being written
01:13:57, including in the anthropic documentation for Claude seemed unfairly difficult you
01:14:03, know I didn't think people should have to write stuff like that um and then when I started to write
01:14:09, my own thing using the anthropic client I didn't find it very ergonomic and
01:14:15, nice I looked at some of the things that are out there you know kind of General
01:14:22, llm toolkits apis libraries and on the whole I found
01:14:27, them really complicated too long too many new
01:14:32, abstractions you know not really taking advantage of my existing python knowledge so I guess that was my high
01:14:37, level hope um Simon Willison has a nice Library called llm which um jono and I
01:14:45, started looking at together but it was missing a lot of the features that we wanted and we did end up adding one as a
01:14:53, PR um not that it's been merged yet um but yeah in the end I guess the other
01:15:00, thing about like so the interesting thing about Simon's approach with llm is it's a general front end to dozens of
01:15:08, different llm backends open source and proprietary and inference services and
01:15:15, as a result uh he kind of has to have this like lowest common denominator API
01:15:21, of like oh they all support this so that's kind of always support so this
01:15:27, was a bit of an experiment and being like okay I want to make this as Claud friendly as possible just why I even
01:15:33, gave it a name based on Claude as I was like I want this to be you know the the that's why I said
01:15:40, this is claude's friend I wanted to make it like something that worked really well with Claude and I didn't know ahead
01:15:45, of time whether that would turn out to be something I could then use elsewhere with slight differences or not um so
01:15:53, that was kind of the goal so [Music] um you know where it's got
01:16:01, to I think what's happened in the few weeks since I started writing it is
01:16:07, there's you know been a continuing standardization you know like the
01:16:13, platforms are getting which is nice more and more similar So the plan now I think
01:16:19, is that there will be gpt's friend and Gemini's friend
01:16:25, as well um gpt's friend is nearly done actually
01:16:32, um maybe they'll have an entirely consistent API we'll see you know or not
01:16:38, um but again I'm kind of writing each of them to be as good as possible to work
01:16:44, with that llm and then I'll worry about like okay is it possible to make them compatible with each other
01:16:50, later and I think that's something I mean i' be interested to hear your thoughts Jon but like when we we wrote
01:16:56, the the GPT version together and we literally just
01:17:03, duplicated the original flette notebook started at the top
01:17:08, cell and just changed the and did a search and replace of anthropic with open
01:17:14, Ai and of clawed with GPT and then just went through each cell one at a time to see how do
01:17:20, you port that to the open AI API and like I found that a real like it took us
01:17:26, what a couple of hours it felt like a very it was very quick yeah simple didn't have to use my brain
01:17:32, much yeah I mean that's that's maybe worth highlighting is that this is not like this is not the the full and only
01:17:37, output of the answer AI organization over the last month this is like oh these things Jeremy is tinkering with
01:17:43, you know just on the side um so maybe yeah it's good to set expectations appropriately but also it did really feel like it was pretty easy especially
01:17:49, because I think they've all been inspired by the generous way of saying it each other and opening eye I think maybe led the way with some of the API
01:17:55, stuff so yeah it's it's chat. completion. create versus anthropic client. create or something but in a
01:18:02, standard IDE environment I think I would have found it a lot harder um you know
01:18:08, this is because it's so sequential in some ways it could feel like a bit of a constraint but like it does mean you can
01:18:15, do it from the top and you go all the way through until you get to the bottom you don't have to jump around the place
01:18:21, right and the only part that was like even mildly tricky then ended up being a change that we made for the open AI one
01:18:27, which instantly got mirrored back to Claude and then again because they were built in the same way it was like oh we've tweaked the way we do I think was
01:18:33, streaming one of the things yeah like okay we figured out a nicer way to do that in the second rewrite it was very
01:18:38, easy to just go and find the equivalent function because the two are are so close together yeah so I I also it's
01:18:44, quite a nice way to write software especially for this kind of like it's it's not going to grow too much in scope
01:18:49, beyond what is one or two notebooks of stuff I don't think it's not if it did I would add another project you know or
01:18:56, another notebook like I wouldn't change these These are kind of like the bases which we can build on yeah yeah okay
01:19:04, let's keep going then so there's just one more notebook and this hopefully will be a
01:19:12, useful review of react framework so um
01:19:18, yeah anthropic has this nice example in their documentation of a customer service
01:19:23, agent um and again there's a lot of this
01:19:30, boiler plate you know and then it's all a
01:19:35, second time because it's now the functions um and so basically the idea
01:19:41, is here there's like a little pretend bunch of customers and a pretend bunch
01:19:47, of orders and I made this a bit more a little bit more sophisticated these customers don't have orders the orders
01:19:53, are not connected to customers in my version I have the orders separately and then
01:20:00, each customer has a number of orders so it's a kind of a relational but it's
01:20:05, more like mongod DB style or you know whatever denormalized um not a
01:20:11, relational database um yeah so they basically describe this rather long complex
01:20:19, process and as you can see they do absolutely everything manually um which may that's fine if
01:20:25, you're really trying to show people the very low level details but I thought it'd be fun to you do exactly the same
01:20:32, thing but make it super simple and also make it more sophisticated by adding some really important features that they
01:20:38, never implemented so the first feature they Implement is get customer info you pass
01:20:45, in a customer ID which is a string and you get back their
01:20:51, details so that's all it is customers. and so you'll see here we've got the
01:20:58, documents we've got the doc string and we've got the type so
01:21:03, everything necessary to go a schema um same thing for order
01:21:11, details orders doget and then something that they
01:21:16, didn't quite Implement is a proper cancel order so if order ID not in orders so
01:21:23, you can see we're returning a B so if the order ID is not there we would not able to cancel it if it is
01:21:31, there then we'll set the status to canceled and return true okay
01:21:38, so this is interesting now we've got more than one tool
01:21:44, and the only reason that Claude can possibly know what tool to use when if
01:21:50, any is from their descriptions in the doc string here right so if we now go chat. tools
01:21:58, because we passed it in um you can see all the functions are
01:22:04, there and so when it calls them it's going to behind the scenes automatically call get schema on each
01:22:12, one but to see what that looks like we could just do it
01:22:20, here and so get gamer is actually defined in a different Library which we created called tools
01:22:33, slm okay get schamer oops oh for
01:22:45, in there we go so you basically end up with something pretty similar to what anthropics version had
01:22:53, manually so yeah we can say tell me the email address for customer
01:22:58, C1 and I mean CL Claude doesn't know so it
01:23:04, says like oh you need to do a tool use you need to call this function you need
01:23:11, to pass in this input and so remember with our thing
01:23:16, that's already now already got added to the history so we just call chat and it automatically calls it on our
01:23:23, history and and there it is and you can see this retrieving customer C1 is because we added a print here so you can
01:23:31, see as soon as we got that request we went ahead and retrieved C1 and so then we call chat it
01:23:38, just passes it back and there we go there's our answer so can I Channel my in a our dear
01:23:45, friend haml has a a thing about saying you've got to show me the prompt I I already want to be able to inspect what's going on maybe we could do this
01:23:52, at a couple of different levels but like can we see what was fed to the model like what was the history or what was the most recent request something like
01:23:58, that y so there's our here's our history so the first message we passed in was
01:24:04, tell me the email address it passed back an assistant message which was a tool use
01:24:09, block asking for calling this function with these
01:24:15, parameters and then we passed back and that had a particular ID we passed back saying oh that tool ID request we've
01:24:20, answered it for you and this was
01:24:27, the response we got and then it told
01:24:32, us okay there's it's just telling us what we told it right um and then if I
01:24:40, was really paranoid like I wanted to see the actual tool definitions and things the actual requests is there a way to
01:24:45, like dig to that deeper level Beyond just looking at the history yeah so we
01:24:51, can do this just a bit of
01:24:57, fun so that has to be done before you import anthropic so we'll set it to
01:25:05, debug and so now if we call
01:25:12, that okay it's tells us everything that's going on and so here is the
01:25:19, request method post URL headers
01:25:25, Json data HTTP
01:25:31, request nice yeah so if we do that
01:25:40, here so now this is including all of that same information again right because the model on cles on anthropic
01:25:46, side is not stateful so we pass the full history we can see okay we've still got all of the tools um the like definitions
01:25:53, in there we've still got the previous messages yeah so this is like it's a bit of a pain to have all this output all of
01:25:59, the time but if you're playing around with this I'd recommend like turning this on until you can trust that the library does kind of what you want um
01:26:07, and it's nice to for having that environment variable it's very nice yeah yeah because in the end if you're
01:26:14, stuck on something then all that's happening is that those pieces of text are being passed over an HTTP connection
01:26:21, and passed back again so there is nothing else so that's a full
01:26:26, debug thanks that's a good question jonno so um yeah this is an interesting
01:26:32, request please cancel all course orders for customer C1 so this is interesting because it
01:26:39, can't be done in one go so the answer it gave us was okay
01:26:45, tell me about customer C1 right but that doesn't finish it so
01:26:51, what actually happens um well I mean we could actually show
01:26:57, that so if we pass it
01:27:02, back then it says okay there are two orders let's cancel each one right
01:27:11, and it has a tool use request right so it's passed back some text and a to use
01:27:18, request to cancel order 01 it's not being that smart and I think it's
01:27:23, because we're using hiu if we were using Opus it probably would have had both
01:27:28, tool use requests in one go well let's find out
01:27:35, um so if we change this model to model
01:27:43, zero definitely slower definitely
01:27:48, slower oh you can see here so this is something interesting that it does it has these um
01:27:55, thinking blocks that's something that uh Opus in particular
01:28:00, does [Music] um so then no okay it's still only doing
01:28:07, one at a time so it's
01:28:12, fine does it only use those thinking blocks when you use tool use I haven't seen them before when I do API access
01:28:18, yes okay that's why I haven't seen them as far as I know okay so basically you can see we're going to have to given
01:28:25, that it's only doing one at time it's going to take at least three gos one to get the information about the customer
01:28:30, then to cancel order 01 and then to cancel order O2 but each time that we get back a another tool use request we
01:28:38, should just do it automatically there's no need to manually do this so we've added a thing here called tool
01:28:45, Loop and for up to 10 steps it'll check whether it's asked for
01:28:51, motor use and and if
01:28:57, so it just calls self again that's it just like we just called
01:29:04, because self is chat right just keeps doing it again and again um optionally I
01:29:10, added a function that you could like just call for example Trace Funk equals print it'll just print out the request each time and I also added a thing
01:29:17, called continuation Funk which is whether you want to continue so if you don't if these are both empty then
01:29:23, nothing happens it's just doing that again and again again so super simple
01:29:31, function so now if we say can you tell me the email address for customer
01:29:37, C1 we never have to we never have to do that just does it for us until it's
01:29:44, finished it says sure there you go it's like okay please cancel all orders for
01:29:49, customer C1 retrieving cancelling
01:29:56, now why did it only do O2 oh I think we already canel o1 let's do that
01:30:03, again there we go so we are agentic are we
01:30:10, not yes definitely yeah so when people say I've
01:30:15, made an agent it's like oh congratulations you have a for Loop that CS the thing 10
01:30:22, times it's not very fancy um but it's like it's nice it's
01:30:28, like such a simple thing and so now we can ask it like okay how do we go with O2
01:30:37, again and remember it's got the whole history right so it now can say like oh yeah you told me to cancel it it is
01:30:43, canceled cool cool um very nice something something I never
01:30:51, tried um
01:30:57, is great now cancel
01:31:04, order6 it should get back false and it should know yeah there we
01:31:13, go not successful that's good nice so here's a fun
01:31:20, example let Implement code interpreter just chat GPT because claw doesn't have the code interpreter so now it does um
01:31:29, so I created this little Library called tools
01:31:36, LM so we've already used one thing from it which is get
01:31:42, gamer um which is this little thing here
01:31:48, um and that's actually got a little example of a python code interpreter there
01:31:54, um yeah it's also got this little thing called
01:32:02, shell um so yeah we're going to use that so
01:32:10, get shell is just a little python interpreter
01:32:15, um so we're going to create a subass of chat called Cod
01:32:22, chat um and code chat's going to have one extra method in
01:32:27, it which is to run code so code to
01:32:33, execute in a persistent session so this is important to like tell it all this stuff like it's persistent IPython
01:32:38, session and the result of the expression the last line is what we get back if the
01:32:43, user declines request to execute then it's
01:32:50, declined and so you can see here I have this confirmation message so I call
01:32:55, input with that message and if they say no thank you then I return
01:33:02, declined um I'd like try to encourage it to actually do complex calculations
01:33:08, yourself and I have a list of imports that I do automatically so then I can
01:33:14, that's part of the system prompt you've already got these Imports done and there a little reminder Hau is
01:33:22, not so smart so I tend to a little bit more verbose about reminding it about things and I wanted to see if it could
01:33:30, combine um the python tool with other tools so I created a simple little thing here called get user that just returns
01:33:36, my name um
01:33:42, so if I do code chat so I'm going to use um Sonet which is like a less stupid than
01:33:51, Haiku um so in in trying to figure out like how to get hiu to work in fact
01:33:57, let's use hiu one thing that I found really helped a lot was to give it more examples of
01:34:03, how things ought to work so I actually just set the history here so I said oh I
01:34:08, asked you to do this you know
01:34:14, um sorry I asked you to do this and then you gave me this answer and then I asked
01:34:19, you to do this and you gave me this answer um
01:34:29, so so these these aren't like the actual messages that would include the actual like tool calling syntax or anything
01:34:34, that doesn't I didn't with that text yeah uh it seems to be enough for it to
01:34:40, know what I'm talking about um yeah if you wanted that full thing I
01:34:46, guess you could like have this conversation with it and store the history or something like that well um
01:34:52, I'm going to Ed it so for the for the open AI one I just added today actually something called mock tool use which is
01:34:59, a function you can call Cuz GPT does care so um we might add the same thing
01:35:07, here mock tool use and you just pass in the like yeah here's the function you're pretending to call here's the result
01:35:13, we're pretending that function had um okay
01:35:22, so create a one line yeah must have broken it at some
01:35:32, point okay we'll use son it create a oneline function for a string s that
01:35:38, multiplies together the asky values of each character in s using
01:35:43, reduce call to loop with that and okay press enter to execute or
01:35:51, end to skip so that's just coming from this input with this
01:36:00, message so it's actually if you enter anything at all it'll stop
01:36:06, um but we'll press
01:36:11, n okay so it responded with a tool use request to run
01:36:19, this code um and because it's in the tool
01:36:25, Loop it did run that code um and it also responded with some text so it's
01:36:31, responded with both text as well as a to use
01:36:37, request um and this um doesn't return
01:36:43, anything print doesn't return anything um so it's all that's happened is that
01:36:50, behind the scenes we
01:36:57, um created this interactive python shell called it self. shell self. shell ran
01:37:04, the code it requested so that shell should now have in it a function called
01:37:10, check Su so in fact we can have a look at that there's the
01:37:16, shell and we can even run poing it um so if I just write check some that
01:37:23, should show it to me
01:37:29, um result equals function Lambda check [Music]
01:37:38, some there you go okay so you can play around with The Interpreter yourself so
01:37:44, you can see it has The Interpreter has now got this function defined and so this is where it gets quite interesting use it to get the check sum of the
01:37:50, username of this session so it knows that one of the tools it's been told
01:37:56, exists is get user and in this code chat I automatically
01:38:02, added um a set tools automatically uh append the self.
01:38:10, Run cell automatically so it now knows that it can get the user and it can run a cell sorry it can um yeah run a cell so if I
01:38:18, now call that you can see it's called user found
01:38:24, out the name's Jeremy then asked to get the check sum of Jeremy there it goes so you can see this is doing a tool use
01:38:31, with multiple tools including our code interpreter which I think is a
01:38:37, pretty powerful concept
01:38:42, actually and if you wanted to see the the actual code it was writing you could change the trace function or look at the
01:38:48, history or inspect that in some other way yeah so you know we could change to trace function to print for example that
01:38:55, would so we we've used show contents which is specifically just trying to find the interesting bit if you ATT you
01:39:01, to print it'll show everything um or yeah you can do whatever you like in that Trace function
01:39:07, you don't have to show things um and of course we could also set the anthropic
01:39:12, lobbying debug thing to see all the requests going through um so yeah I know if this needs to
01:39:19, be um mysterious um yeah so at the end of all
01:39:24, this we end up with uh a pretty
01:39:30, convenient uh rapper where and the only thing I bother documenting on the homepage is chat right because I that's
01:39:37, what 99.9% of people use you just call chat you just pass in the system prompt
01:39:42, you pass in messages you can use
01:39:49, tools and you can use images so like the for the US there's not much to know really right
01:39:57, it's only if you want to mess around making your own code interpreter or trying something that you'd even look a
01:40:03, little bit deeper um um yeah yeah yeah
01:40:08, exactly um I don't know what do you I mean I feel like I'm quite excited about
01:40:14, this way of writing code as being something like
01:40:19, I feel like I can show you guys like all I did just now was walk through the
01:40:25, source code of the module mhm you know but in the
01:40:31, process hopefully you know you might have known it all already but if you didn't you learned something
01:40:36, about Claude and you know the anthropic API and the react pattern and you know
01:40:44, blah blah blah you know and yeah I remember I asked you Jon when I first wrote it actually and I said like oh
01:40:50, could you read this notebook and tell me what you think and you said the next say okay I read The Notebook I now feel
01:40:55, ready that I could both use and work on the development of this module it's
01:41:02, like okay that's great right yeah and I think like it definitely depends where
01:41:07, you're coming from how comfortable you are at those different stages I I think like using it it's it's very nice very
01:41:12, approachable you get the website with the documentation right there the do the like examples that you use to develop
01:41:17, the pieces are always useful like examples yeah reading through the source code definitely felt like okay you you
01:41:23, know I think I could grasp where I needed to make changes like I had to add something for a different project we
01:41:28, were working on it was okay I think I can see the bits that are important for this um yeah so is quite a fun way to to
01:41:34, build stuff um I think I think it's quite approachable I think the bit that I'd
01:41:41, expect people uh might find a little tricky if they haven't seen this sort of thing
01:41:46, before there two bits one is um you have some kind of personal meta programming
